Language	FileName	ModelName	Counter	Model	Temperature	OriginalCounter	AverageLengthPerWord	AverageLengthPerSentence	OriginalLoss	Type
Gothic	9799177	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	4165603	Infinity	200000	3.68972069162	34.4715976331	NA	manual_output_funchead_RANDOM
Catalan	6195287	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13120	650252	Infinity	200000	5.42082221124	149.678734756	NA	manual_output_funchead_RANDOM
Italian	3543308	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17420	8560492	Infinity	200000	4.24116596157	75.9068886338	NA	manual_output_funchead_RANDOM
Latvian	3122760	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	6872334	Infinity	200000	3.34618138928	38.5606796117	NA	manual_output_funchead_RANDOM
Arabic	9639147	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	8932075	Infinity	200000	5.00673659209	163.1605215	NA	manual_output_funchead_RANDOM
Gothic	9614189	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	3566582	Infinity	200000	3.71251187837	34.675739645	NA	manual_output_funchead_RANDOM
Arabic	2386664	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	1046153	Infinity	200000	5.08571701313	165.726440988	NA	manual_output_funchead_RANDOM
Marathi	6708007	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	6035819	Infinity	200000	2.28398058252	12.7162162162	NA	manual_output_funchead_RANDOM
Persian	9227069	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	2599790	Infinity	200000	4.42026385725	97.227348643	NA	manual_output_funchead_RANDOM
Polish	5281264	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	4813059	Infinity	200000	2.65162907268	20.1193442623	NA	manual_output_funchead_RANDOM
Telugu	612584	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	240743	Infinity	200000	1.44232105629	3.95333333333	NA	manual_output_funchead_RANDOM
Galician	9519009	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	880883	Infinity	200000	4.69407013584	139.763562753	NA	manual_output_funchead_RANDOM
Afrikaans	8668256	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	986758	Infinity	200000	4.10307943862	91.9465648855	NA	manual_output_funchead_RANDOM
Irish	3963624	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	2500188	Infinity	200000	5.01356304985	113.975	NA	manual_output_funchead_RANDOM
Estonian	7850565	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	9496546	Infinity	200000	3.02976380466	27.3158273381	NA	manual_output_funchead_RANDOM
Portuguese	4262829	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	2593069	Infinity	200000	4.01760257517	85.6120066704	NA	manual_output_funchead_RANDOM
Serbian	6155300	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	6275325	Infinity	200000	3.6703979188	68.3771331058	NA	manual_output_funchead_RANDOM
Latvian	4729436	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	4071286	Infinity	200000	3.10710150115	35.8199029126	NA	manual_output_funchead_RANDOM
Polish	5659857	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	7814312	Infinity	200000	2.50060496068	18.973442623	NA	manual_output_funchead_RANDOM
Chinese	567339	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	9941860	Infinity	200000	3.31770324273	67.2080200501	NA	manual_output_funchead_RANDOM
Belarusian	4461884	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	9855562	Infinity	200000	3.26063437423	51.0038461538	NA	manual_output_funchead_RANDOM
Swedish	477871	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7040	8596854	Infinity	200000	3.48853408304	47.2369318182	NA	manual_output_funchead_RANDOM
German	5547381	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13810	3332467	Infinity	200000	2.85993868166	44.5806661839	NA	manual_output_funchead_RANDOM
Afrikaans	6456414	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	5858407	Infinity	200000	3.62546382979	81.2961832061	NA	manual_output_funchead_RANDOM
Bulgarian	786455	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	9053822	Infinity	200000	2.9504168495	32.486741573	NA	manual_output_funchead_RANDOM
Bulgarian	6272709	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	6159828	Infinity	200000	3.63784832091	40.0449438202	NA	manual_output_funchead_RANDOM
Indonesian	9300410	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	4347028	Infinity	200000	3.51818996416	61.4856823266	NA	manual_output_funchead_RANDOM
Hindi	3628556	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	8238226	Infinity	200000	3.72297424894	69.6680451128	NA	manual_output_funchead_RANDOM
Persian	1677843	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	1804651	Infinity	200000	4.687143359	103.061377871	NA	manual_output_funchead_RANDOM
Persian	3567251	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	1308028	Infinity	200000	4.68808621034	102.992066806	NA	manual_output_funchead_RANDOM
Norwegian	6728499	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	29870	5688226	Infinity	200000	3.46310109191	46.7085035152	NA	manual_output_funchead_RANDOM
Arabic	3195755	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	5432375	Infinity	200000	5.86917061901	191.284217749	NA	manual_output_funchead_RANDOM
Romanian	7826118	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	4865017	Infinity	200000	3.68514562085	68.7160508083	NA	manual_output_funchead_RANDOM
Latin	5796080	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	222926	Infinity	200000	3.22245576028	37.5395554103	NA	manual_output_funchead_RANDOM
Croatian	8317995	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7680	7402429	Infinity	200000	4.50209392442	82.4475260417	NA	manual_output_funchead_RANDOM
Basque	3165674	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5390	5133517	Infinity	200000	2.69740034035	27.6435992579	NA	manual_output_funchead_RANDOM
Serbian	7890046	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	8246536	Infinity	200000	3.68184651487	68.542662116	NA	manual_output_funchead_RANDOM
Vietnamese	4378764	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1400	557265	Infinity	200000	3.03445457403	34.4735714286	NA	manual_output_funchead_RANDOM
Galician	1215608	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	6975120	Infinity	200000	5.21686025951	155.285020243	NA	manual_output_funchead_RANDOM
Swedish	6437934	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7040	8005853	Infinity	200000	3.4022703905	46.0630681818	NA	manual_output_funchead_RANDOM
Swedish	407600	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7040	2352668	Infinity	200000	3.35404208892	45.4139204545	NA	manual_output_funchead_RANDOM
Hebrew	608554	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	378197	Infinity	200000	5.06741811814	113.764503817	NA	manual_output_funchead_RANDOM
Ukrainian	9487144	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	8433366	Infinity	200000	3.12342529102	39.174	NA	manual_output_funchead_RANDOM
German	506766	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13810	1517665	Infinity	200000	3.69992474777	57.6759594497	NA	manual_output_funchead_RANDOM
Greek	8375742	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	727978	Infinity	200000	3.69039975855	81.0265060241	NA	manual_output_funchead_RANDOM
Gothic	9663993	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	7700882	Infinity	200000	3.08967985053	28.8665680473	NA	manual_output_funchead_RANDOM
Hungarian	2682724	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	910	6423369	Infinity	200000	3.72054961832	66.9494505495	NA	manual_output_funchead_RANDOM
Afrikaans	5351519	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	5099457	Infinity	200000	3.90634471955	87.558778626	NA	manual_output_funchead_RANDOM
English	4352285	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	37277	Infinity	200000	4.03166814256	58.1774912075	NA	manual_output_funchead_RANDOM
Arabic	6364934	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	9293143	Infinity	200000	6.0240946606	196.33147301	NA	manual_output_funchead_RANDOM
French	3084484	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	32340	7646094	Infinity	200000	3.89560711219	90.6322510823	NA	manual_output_funchead_RANDOM
Czech	3460743	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	102990	4085254	Infinity	200000	3.1060738242	43.5585008253	NA	manual_output_funchead_RANDOM
Belarusian	4904356	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	3886159	Infinity	200000	3.40963855422	53.3346153846	NA	manual_output_funchead_RANDOM
Urdu	1069805	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	7516619	Infinity	200000	4.00277758138	98.0948019802	NA	manual_output_funchead_RANDOM
Hungarian	1862661	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	910	225670	Infinity	200000	3.96561832061	71.3593406593	NA	manual_output_funchead_RANDOM
Belarusian	1574255	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	3533155	Infinity	200000	3.43127612491	53.6730769231	NA	manual_output_funchead_RANDOM
Polish	7243873	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	5614060	Infinity	200000	2.28193328148	17.3142622951	NA	manual_output_funchead_RANDOM
Czech	9111529	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	102990	1596625	Infinity	200000	3.24643438994	45.5264588795	NA	manual_output_funchead_RANDOM
Japanese	1995528	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	8416264	Infinity	200000	4.92317279961	94.8865921788	NA	manual_output_funchead_RANDOM
Spanish	463314	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	28490	9679847	Infinity	200000	4.46241171468	110.12994033	NA	manual_output_funchead_RANDOM
Norwegian	3129528	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	29870	1459695	Infinity	200000	3.11415564784	42.0021091396	NA	manual_output_funchead_RANDOM
Arabic	291306	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	1640369	Infinity	200000	5.41869576875	176.576852699	NA	manual_output_funchead_RANDOM
Japanese	5182396	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	9439753	Infinity	200000	3.33208690233	64.2189944134	NA	manual_output_funchead_RANDOM
Hebrew	6421961	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	1441211	Infinity	200000	3.64207592226	81.7889312977	NA	manual_output_funchead_RANDOM
Persian	6824062	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	5423613	Infinity	200000	4.28406297748	94.2413361169	NA	manual_output_funchead_RANDOM
Swedish	7918849	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7040	5928472	Infinity	200000	3.91946752266	53.0731534091	NA	manual_output_funchead_RANDOM
Latvian	1012094	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	2611045	Infinity	200000	3.08030411524	35.4997572816	NA	manual_output_funchead_RANDOM
Croatian	9462080	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7680	4844745	Infinity	200000	3.80495263562	69.6643229167	NA	manual_output_funchead_RANDOM
Tamil	8186358	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	5382477	Infinity	200000	3.05737082067	40.235	NA	manual_output_funchead_RANDOM
Hebrew	1110751	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	3140882	Infinity	200000	4.18028092418	93.8832061069	NA	manual_output_funchead_RANDOM
Bulgarian	8644627	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	7768185	Infinity	200000	2.69668952568	29.6914606742	NA	manual_output_funchead_RANDOM
Russian	6865278	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	2273815	Infinity	200000	3.18725439117	43.6795480441	NA	manual_output_funchead_RANDOM
Korean	6666650	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	3175764	Infinity	200000	2.78732441753	29.0158336374	NA	manual_output_funchead_RANDOM
Belarusian	5290346	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	9094537	Infinity	200000	3.13302188345	49.0076923077	NA	manual_output_funchead_RANDOM
Slovak	571783	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8480	7368232	Infinity	200000	2.81969619268	18.8031839623	NA	manual_output_funchead_RANDOM
Russian	6837469	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	9145333	Infinity	200000	3.18296990246	43.6214963919	NA	manual_output_funchead_RANDOM
Catalan	1178479	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13120	3700798	Infinity	200000	4.47551831709	123.564557927	NA	manual_output_funchead_RANDOM
Irish	7033040	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	4090400	Infinity	200000	4.61708394698	104.5	NA	manual_output_funchead_RANDOM
Galician	1633590	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	8284063	Infinity	200000	4.48099940156	133.385020243	NA	manual_output_funchead_RANDOM
Hindi	985547	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	720142	Infinity	200000	3.78860701014	70.9081954887	NA	manual_output_funchead_RANDOM
Dutch	5096619	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	1992455	Infinity	200000	3.26505356739	38.6319497542	NA	manual_output_funchead_RANDOM
Hebrew	2361665	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	8334981	Infinity	200000	3.99600509987	89.7194656489	NA	manual_output_funchead_RANDOM
Hebrew	3710813	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	7848309	Infinity	200000	3.92210805436	88.0700381679	NA	manual_output_funchead_RANDOM
Irish	9742880	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	9310317	Infinity	200000	4.82216494845	109.141666667	NA	manual_output_funchead_RANDOM
German	3494648	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13810	6258009	Infinity	200000	3.92019937382	61.1091238233	NA	manual_output_funchead_RANDOM
French	2624352	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	32340	5419081	Infinity	200000	3.79760007761	88.3571428571	NA	manual_output_funchead_RANDOM
English	6573855	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	5953198	Infinity	200000	3.76941076107	54.3902110199	NA	manual_output_funchead_RANDOM
Gothic	6971712	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	1847471	Infinity	200000	3.27241946712	30.5961538462	NA	manual_output_funchead_RANDOM
Japanese	5241645	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	1309780	Infinity	200000	4.70206429829	90.6349162011	NA	manual_output_funchead_RANDOM
Marathi	6371600	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	18465	Infinity	200000	2.28903976722	12.7567567568	NA	manual_output_funchead_RANDOM
Danish	4667700	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4380	9047500	Infinity	200000	3.85619765882	57.0849315068	NA	manual_output_funchead_RANDOM
Marathi	8759078	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	8997772	Infinity	200000	2.08163265306	11.5783783784	NA	manual_output_funchead_RANDOM
Turkish	1960214	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3680	2600993	Infinity	200000	2.61003818876	19.5008152174	NA	manual_output_funchead_RANDOM
English	1786575	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	2847244	Infinity	200000	4.48841687079	64.7681711606	NA	manual_output_funchead_RANDOM
English	9757315	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	4147103	Infinity	200000	4.8203872058	69.5576787808	NA	manual_output_funchead_RANDOM
Ukrainian	7823981	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	5274698	Infinity	200000	3.64353787288	45.7077777778	NA	manual_output_funchead_RANDOM
Dutch	9895476	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	3751254	Infinity	200000	3.5364539819	41.843145822	NA	manual_output_funchead_RANDOM
Vietnamese	9739280	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1400	2776899	Infinity	200000	2.8843759824	32.7685714286	NA	manual_output_funchead_RANDOM
Coptic	5309210	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	309560	Infinity	200000	5.02058893943	116.505555556	NA	manual_output_funchead_RANDOM
Slovak	5884889	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8480	8224848	Infinity	200000	2.44590053763	16.3090801887	NA	manual_output_funchead_RANDOM
Polish	7766588	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	1587273	Infinity	200000	2.23615072163	16.9668852459	NA	manual_output_funchead_RANDOM
Hindi	7637851	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	8898506	Infinity	200000	3.42730468672	64.1382706767	NA	manual_output_funchead_RANDOM
Finnish	9470757	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	4777088	Infinity	200000	3.03247546248	24.6579624862	NA	manual_output_funchead_RANDOM
German	2917721	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13810	9353584	Infinity	200000	3.39809739693	52.9729181752	NA	manual_output_funchead_RANDOM
Spanish	9065722	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	28490	3866756	Infinity	200000	4.22356700852	104.236714637	NA	manual_output_funchead_RANDOM
French	8307998	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	32340	7371714	Infinity	200000	4.36799106876	101.624675325	NA	manual_output_funchead_RANDOM
Romanian	7774134	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	5631856	Infinity	200000	3.91586435767	73.0326789838	NA	manual_output_funchead_RANDOM
Norwegian	8676159	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	29870	2576966	Infinity	200000	4.3938580836	59.2620689655	NA	manual_output_funchead_RANDOM
Latin	6980275	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	5701465	Infinity	200000	2.80931122628	32.7297155933	NA	manual_output_funchead_RANDOM
Gothic	8176818	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	3236267	Infinity	200000	3.32435088609	31.0236686391	NA	manual_output_funchead_RANDOM
Latvian	5913759	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	4861625	Infinity	200000	3.61617331256	41.6895631068	NA	manual_output_funchead_RANDOM
Dutch	126934	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	2695885	Infinity	200000	4.06979223884	48.1535772802	NA	manual_output_funchead_RANDOM
Serbian	8613463	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	2854903	Infinity	200000	3.39892104153	63.2187713311	NA	manual_output_funchead_RANDOM
Latvian	6723940	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	1764063	Infinity	200000	3.26801280162	37.6725728155	NA	manual_output_funchead_RANDOM
Turkish	8582647	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3680	2788901	Infinity	200000	2.65506708847	19.841576087	NA	manual_output_funchead_RANDOM
Hindi	8743734	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	7568152	Infinity	200000	3.27024637984	61.1963909774	NA	manual_output_funchead_RANDOM
Serbian	5947608	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	7454441	Infinity	200000	3.70735059651	69.0440273038	NA	manual_output_funchead_RANDOM
Croatian	6751394	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7680	2175574	Infinity	200000	3.54610851655	64.9561197917	NA	manual_output_funchead_RANDOM
Greek	9335257	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	8160082	Infinity	200000	3.87086065461	84.993373494	NA	manual_output_funchead_RANDOM
Serbian	8320213	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	3865581	Infinity	200000	3.58355938416	66.7300341297	NA	manual_output_funchead_RANDOM
Norwegian	3797057	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	29870	1324451	Infinity	200000	3.58116369756	48.3008704386	NA	manual_output_funchead_RANDOM
Czech	2052603	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	102990	1759611	Infinity	200000	3.42794403051	48.0719972813	NA	manual_output_funchead_RANDOM
Dutch	1517167	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	3566675	Infinity	200000	2.78326094081	32.9314036046	NA	manual_output_funchead_RANDOM
Galician	9704041	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	7890732	Infinity	200000	4.63367063816	137.929554656	NA	manual_output_funchead_RANDOM
Swedish	4330521	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7040	5305017	Infinity	200000	3.7578520026	50.8836647727	NA	manual_output_funchead_RANDOM
Slovenian	8667470	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	3597197	Infinity	200000	3.23971648392	42.6119521912	NA	manual_output_funchead_RANDOM
Latvian	3140528	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	4009105	Infinity	200000	3.16543823443	36.4839805825	NA	manual_output_funchead_RANDOM
Ukrainian	9507255	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	9693144	Infinity	200000	3.22627310716	40.4904444444	NA	manual_output_funchead_RANDOM
Telugu	4598673	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	5331743	Infinity	200000	1.52900312609	4.19238095238	NA	manual_output_funchead_RANDOM
Japanese	8774501	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	1634318	Infinity	200000	4.69229933038	90.4303072626	NA	manual_output_funchead_RANDOM
Persian	9106229	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	5693391	Infinity	200000	3.81125818375	83.7354906054	NA	manual_output_funchead_RANDOM
Korean	7887792	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	6350508	Infinity	200000	2.80704853226	29.2211601605	NA	manual_output_funchead_RANDOM
Latin	6811867	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	3645397	Infinity	200000	3.37694833441	39.3366459627	NA	manual_output_funchead_RANDOM
Finnish	7618425	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	5818753	Infinity	200000	2.93207497671	23.8407134976	NA	manual_output_funchead_RANDOM
Korean	2543	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	6758647	Infinity	200000	2.73650363081	28.4867931412	NA	manual_output_funchead_RANDOM
Urdu	8640274	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	8731676	Infinity	200000	4.14722643225	101.596782178	NA	manual_output_funchead_RANDOM
Dutch	1553373	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	6643281	Infinity	200000	3.44315302133	40.7392135445	NA	manual_output_funchead_RANDOM
Polish	5113410	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	4896339	Infinity	200000	2.30029815919	17.4536065574	NA	manual_output_funchead_RANDOM
Romanian	1518177	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	9936132	Infinity	200000	3.59851248165	67.098960739	NA	manual_output_funchead_RANDOM
French	5650302	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	32340	2192373	Infinity	200000	3.97191250919	92.4076376005	NA	manual_output_funchead_RANDOM
Czech	1793456	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	102990	7435170	Infinity	200000	3.42862751235	48.0809496068	NA	manual_output_funchead_RANDOM
Finnish	5595954	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	9774893	Infinity	200000	3.33834025347	27.1455314454	NA	manual_output_funchead_RANDOM
Serbian	5849865	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	9899786	Infinity	200000	3.81990321516	71.1232081911	NA	manual_output_funchead_RANDOM
