Language	FileName	ModelName	Counter	Model	Temperature	OriginalCounter	AverageLengthPerWord	AverageLengthPerSentence	OriginalLoss	Type
Ancient_Greek	995550	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	26320	6081210	Infinity	110000	2.21136173487	25.0049392097	NA	manual_output_funchead_coarse_depl
English	1845713	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	7470195	Infinity	190000	2.64443063072	38.1523446659	NA	manual_output_funchead_coarse_depl
Lithuanian	1872512	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	9174121	Infinity	200000	2.50322858373	38.7666666667	NA	manual_output_funchead_coarse_depl
Irish	4953663	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	2678	Infinity	200000	2.73748159057	61.9583333333	NA	manual_output_funchead_coarse_depl
Bulgarian	5616293	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	2546078	Infinity	200000	1.94910619541	21.4638202247	NA	manual_output_funchead_coarse_depl
Lithuanian	7433372	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	970902	Infinity	240000	2.32064985036	36.1866666667	NA	manual_output_funchead_coarse_depl
Galician	7862336	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	8097762	Infinity	200000	2.6317629138	78.3412955466	NA	manual_output_funchead_coarse_depl
Italian	3492904	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17420	4844832	Infinity	150000	2.37083718186	42.4366245695	NA	manual_output_funchead_coarse_depl
Bulgarian	2721026	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	5791863	Infinity	220000	2.17021189728	23.8898876404	NA	manual_output_funchead_coarse_depl
Japanese	8998381	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	7296019	Infinity	200000	2.17320581096	41.8903631285	NA	manual_output_funchead_coarse_depl
Galician	8511284	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	3602450	Infinity	100000	2.39653179191	71.3380566802	NA	manual_output_funchead_coarse_depl
Basque	9211171	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5390	1221106	Infinity	500000	2.07472097405	21.2445269017	NA	manual_output_funchead_coarse_depl
Hindi	8155178	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	9510293	Infinity	200000	2.37369224588	44.4219548872	NA	manual_output_funchead_coarse_depl
Old_Church_Slavonic	4785871	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	1246468	Infinity	200000	1.90513667768	15.3936893204	NA	manual_output_funchead_coarse_depl
Chinese	5841040	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	910206	Infinity	330000	2.53213971962	51.2894736842	NA	manual_output_funchead_coarse_depl
Coptic	5017141	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	580253	Infinity	140000	2.64901213997	61.825	NA	manual_output_funchead_coarse_depl
Latvian	4731007	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	7497850	Infinity	370000	2.51241568297	28.929368932	NA	manual_output_funchead_coarse_depl
Persian	5105901	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	7232817	Infinity	200000	2.23736343012	49.2075156576	NA	manual_output_funchead_coarse_depl
French	9281749	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	32340	3288862	Infinity	200000	2.50276895264	58.2176252319	NA	manual_output_funchead_coarse_depl
Galician	502598	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	2954501	Infinity	100000	2.39333424024	71.228340081	NA	manual_output_funchead_coarse_depl
Czech	8148730	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	102990	5866119	Infinity	200000	2.24174329077	31.43708127	NA	manual_output_funchead_coarse_depl
Estonian	200294	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	1439481	Infinity	200000	2.21694660636	19.9598561151	NA	manual_output_funchead_coarse_depl
Korean	3959424	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	379727	Infinity	200000	2.12680138503	22.1398394746	NA	manual_output_funchead_coarse_depl
Hindi	3848687	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13300	7234400	Infinity	130000	2.37306226073	44.4167669173	NA	manual_output_funchead_coarse_depl
Tamil	1540791	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	7702716	Infinity	200000	2.36588145897	31.135	NA	manual_output_funchead_coarse_depl
Greek	3843356	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	6880806	Infinity	10000	3.79346484129	83.2939759036	NA	manual_output_funchead_coarse_depl
Indonesian	617500	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	6786312	Infinity	260000	2.22303438388	38.8498881432	NA	manual_output_funchead_coarse_depl
Czech	5884002	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	102990	5439510	Infinity	500000	2.44336393906	34.2645790853	NA	manual_output_funchead_coarse_depl
Slovenian	480481	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	3042030	Infinity	30000	2.10642959553	27.7058432935	NA	manual_output_funchead_coarse_depl
Latin	9719862	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	6537854	Infinity	500000	2.54172067992	29.6127492645	NA	manual_output_funchead_coarse_depl
Afrikaans	4046046	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	3748266	Infinity	200000	2.23275479933	49.9847328244	NA	manual_output_funchead_coarse_depl
Ukrainian	2263927	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	9443097	Infinity	200000	2.39989017413	30.1068888889	NA	manual_output_funchead_coarse_depl
Ukrainian	2848896	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	1590640	Infinity	260000	2.19876678833	27.5764444444	NA	manual_output_funchead_coarse_depl
Ancient_Greek	210693	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	26320	9532150	Infinity	140000	2.21282587218	25.019224924	NA	manual_output_funchead_coarse_depl
Korean	3091280	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	3780932	Infinity	200000	2.10954103233	21.9601605254	NA	manual_output_funchead_coarse_depl
Latin	7887537	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	2097770	Infinity	30000	2.57044879908	29.9438378555	NA	manual_output_funchead_coarse_depl
Latin	9708548	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	3985777	Infinity	370000	2.10701247829	24.5470742073	NA	manual_output_funchead_coarse_depl
Polish	4615701	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	7703764	Infinity	130000	1.82933627171	13.8801639344	NA	manual_output_funchead_coarse_depl
Croatian	3813472	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7680	5864333	Infinity	110000	2.2480398638	41.1786458333	NA	manual_output_funchead_coarse_depl
Irish	487050	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	5512933	Infinity	130000	2.86787564767	64.575	NA	manual_output_funchead_coarse_depl
German	9535845	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13810	2936601	Infinity	200000	2.20581460152	34.39217958	NA	manual_output_funchead_coarse_depl
Arabic	3039693	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	614455	Infinity	10000	3.74516794632	122.057182068	NA	manual_output_funchead_coarse_depl
Bulgarian	5200412	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	9902102	Infinity	200000	1.95679503663	21.5462921348	NA	manual_output_funchead_coarse_depl
Lithuanian	5720104	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	3936331	Infinity	20000	2.36635354398	36.9466666667	NA	manual_output_funchead_coarse_depl
Portuguese	8082351	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	4488778	Infinity	130000	2.95230903661	62.9166759311	NA	manual_output_funchead_coarse_depl
Slovak	4405132	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8480	9529109	Infinity	10000	2.25109251429	15.004009434	NA	manual_output_funchead_coarse_depl
Latin	5009240	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	860563	Infinity	60000	2.32442612046	27.0742072573	NA	manual_output_funchead_coarse_depl
Hungarian	2348608	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	910	1133667	Infinity	140000	2.67132824427	48.0692307692	NA	manual_output_funchead_coarse_depl
Urdu	9988193	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	3626320	Infinity	30000	3.39616771548	83.2237623762	NA	manual_output_funchead_coarse_depl
Indonesian	9205527	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	6665153	Infinity	200000	2.22004940041	38.8071588367	NA	manual_output_funchead_coarse_depl
Catalan	699978	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13120	8173078	Infinity	120000	2.48372351085	68.5808689024	NA	manual_output_funchead_coarse_depl
Galician	5458682	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	527671	Infinity	90000	2.42882397737	72.3101214575	NA	manual_output_funchead_coarse_depl
Finnish	5937310	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	6317873	Infinity	20000	2.7533981373	22.387385068	NA	manual_output_funchead_coarse_depl
Hebrew	1446000	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	2581403	Infinity	200000	2.35415090972	52.8664122137	NA	manual_output_funchead_coarse_depl
German	2495024	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13810	4800420	Infinity	180000	2.44247927359	38.0795076032	NA	manual_output_funchead_coarse_depl
Telugu	8364636	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	9185297	Infinity	10000	1.58694897605	4.35428571429	NA	manual_output_funchead_coarse_depl
Czech	8440976	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	102990	1111770	Infinity	180000	2.31329204416	32.4405573357	NA	manual_output_funchead_coarse_depl
Italian	5702915	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17420	2586367	Infinity	190000	2.25808613453	40.425315729	NA	manual_output_funchead_coarse_depl
Bulgarian	7099479	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	3545972	Infinity	200000	2.01412302543	22.1770786517	NA	manual_output_funchead_coarse_depl
Latvian	9740852	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	1500455	Infinity	200000	2.23981300145	25.8160194175	NA	manual_output_funchead_coarse_depl
Polish	8019805	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6100	7465025	Infinity	200000	1.73463831994	13.1616393443	NA	manual_output_funchead_coarse_depl
Ukrainian	2208594	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	9194906	Infinity	200000	2.63080333392	32.9668888889	NA	manual_output_funchead_coarse_depl
Russian	2914397	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	6200537	Infinity	160000	2.59603849272	35.5781997721	NA	manual_output_funchead_coarse_depl
Swedish	605895	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7040	2806388	Infinity	200000	2.13756569355	28.9448863636	NA	manual_output_funchead_coarse_depl
Hebrew	2477278	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	4721733	Infinity	170000	2.39601764271	53.8047709924	NA	manual_output_funchead_coarse_depl
Dutch	7819009	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	644652	Infinity	30000	2.24158177278	26.5222829055	NA	manual_output_funchead_coarse_depl
Belarusian	5336652	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	5141795	Infinity	110000	2.62134251291	41.0038461538	NA	manual_output_funchead_coarse_depl
Chinese	3714142	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	6899795	Infinity	330000	2.52740107058	51.2390977444	NA	manual_output_funchead_coarse_depl
Russian	4512586	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	7427670	Infinity	200000	2.18436447782	29.9360805165	NA	manual_output_funchead_coarse_depl
Urdu	8412082	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	6045111	Infinity	190000	2.56327528385	62.8103960396	NA	manual_output_funchead_coarse_depl
Lithuanian	6000666	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	4758967	Infinity	200000	2.44966159052	38.6066666667	NA	manual_output_funchead_coarse_depl
Afrikaans	4588230	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1310	4475465	Infinity	120000	2.43672439656	54.5603053435	NA	manual_output_funchead_coarse_depl
Italian	3885476	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17420	4333987	Infinity	500000	2.31617347577	41.4588404133	NA	manual_output_funchead_coarse_depl
Gothic	5654326	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	8739960	Infinity	30000	2.43901433464	22.7535502959	NA	manual_output_funchead_coarse_depl
Bulgarian	6271632	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	2806575	Infinity	200000	1.95928345412	21.5675280899	NA	manual_output_funchead_coarse_depl
Estonian	4850620	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	5664465	Infinity	500000	2.14764736834	19.3804316547	NA	manual_output_funchead_coarse_depl
Greek	1921322	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	3573199	Infinity	100000	2.49208965063	54.6578313253	NA	manual_output_funchead_coarse_depl
Finnish	5694835	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	5993401	Infinity	180000	2.01049479332	16.3458624494	NA	manual_output_funchead_coarse_depl
Estonian	7183546	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	5667461	Infinity	280000	2.19686996988	19.8341007194	NA	manual_output_funchead_coarse_depl
Romanian	6742824	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	8712468	Infinity	110000	2.45324828141	45.7420323326	NA	manual_output_funchead_coarse_depl
Estonian	4967750	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	4243628	Infinity	200000	2.28793774319	20.6434532374	NA	manual_output_funchead_coarse_depl
Dutch	2949187	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	1244915	Infinity	210000	2.26448581307	26.7932823594	NA	manual_output_funchead_coarse_depl
Tamil	3361097	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	631585	Infinity	200000	2.32921732523	30.6525	NA	manual_output_funchead_coarse_depl
Hebrew	3572246	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	2729931	Infinity	200000	2.37400992623	53.3101145038	NA	manual_output_funchead_coarse_depl
Indonesian	2669967	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	2255140	Infinity	200000	2.28924656833	39.9957494407	NA	manual_output_funchead_coarse_depl
Romanian	7806094	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	4147263	Infinity	140000	2.26897286186	42.3158198614	NA	manual_output_funchead_coarse_depl
Norwegian	8154932	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	29870	2091970	Infinity	30000	2.56837300277	34.6408771342	NA	manual_output_funchead_coarse_depl
Catalan	1328476	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13120	4001769	Infinity	180000	2.47437415636	68.3227134146	NA	manual_output_funchead_coarse_depl
Swedish	8094102	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7040	4008679	Infinity	170000	2.13817231938	28.9512784091	NA	manual_output_funchead_coarse_depl
Chinese	5949831	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	8828381	Infinity	200000	2.59613220729	52.620802005	NA	manual_output_funchead_coarse_depl
Estonian	526939	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	1664411	Infinity	200000	2.12460557769	19.1825899281	NA	manual_output_funchead_coarse_depl
Serbian	3045520	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	7025654	Infinity	200000	2.18208468459	40.6470989761	NA	manual_output_funchead_coarse_depl
Marathi	9690532	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	8329749	Infinity	200000	1.68181818182	9.3	NA	manual_output_funchead_coarse_depl
Urdu	3474863	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	6974079	Infinity	200000	2.74834624357	67.3596534653	NA	manual_output_funchead_coarse_depl
Estonian	3474963	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	763803	Infinity	200000	2.10245535714	18.9735251799	NA	manual_output_funchead_coarse_depl
Telugu	7965694	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	756213	Infinity	500000	1.30774574505	3.58571428571	NA	manual_output_funchead_coarse_depl
English	616657	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	2189630	Infinity	200000	2.1100160468	30.4449589683	NA	manual_output_funchead_coarse_depl
Russian	2984598	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	2332456	Infinity	60000	2.27160721363	31.1293011774	NA	manual_output_funchead_coarse_depl
Finnish	3891244	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	4331911	Infinity	200000	2.01337133035	16.3698418536	NA	manual_output_funchead_coarse_depl
Lithuanian	9635086	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	1574772	Infinity	130000	2.35483870968	36.9866666667	NA	manual_output_funchead_coarse_depl
Croatian	8330587	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7680	1787979	Infinity	150000	2.25108772928	41.22890625	NA	manual_output_funchead_coarse_depl
Romanian	249916	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	935310	Infinity	200000	2.2284160856	41.5540415704	NA	manual_output_funchead_coarse_depl
Japanese	2872763	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	5530454	Infinity	200000	2.23286936738	43.0398044693	NA	manual_output_funchead_coarse_depl
