Language	Model	Type	BigramCE
Telugu	615728	manual_output_funchead_RANDOM	4.38305873639
Telugu	6722645	manual_output_funchead_RANDOM	4.39299243196
Telugu	6994226783	manual_output_funchead_two_coarse_lambda09_best_large	4.33440984244
Telugu	7360002	manual_output_funchead_RANDOM	4.34564233428
Telugu	7403142	manual_output_funchead_RANDOM	4.37248572122
Telugu	7525511	manual_output_funchead_ground_coarse_final	4.24993514901
Telugu	8250608376	manual_output_funchead_langmod_coarse_best_balanced	4.32973163916
Telugu	8600359	manual_output_funchead_RANDOM2	4.33229050957
Telugu	8802510	manual_output_funchead_RANDOM	4.38795739071
Telugu	9447243	manual_output_funchead_RANDOM2	4.39493057424
Telugu	9608364	manual_output_funchead_RANDOM2	4.38549926418
Telugu	9969321	manual_output_funchead_RANDOM2	4.38633023163
Turkish	1035393965	manual_output_funchead_two_coarse_lambda09_best_large	7.12090051759
Turkish	1055798	manual_output_funchead_RANDOM2	7.12019731082
Turkish	1421943	manual_output_funchead_RANDOM	7.10812187188
Turkish	2228722	manual_output_funchead_RANDOM2	7.13047971049
Turkish	2600993	manual_output_funchead_RANDOM	7.0641151972
Turkish	2612262	manual_output_funchead_RANDOM	7.12349443757
Turkish	2788901	manual_output_funchead_RANDOM	7.1009882613
Turkish	295249	manual_output_funchead_RANDOM2	7.09657480614
Turkish	3965825	manual_output_funchead_RANDOM2	7.10844036844
Turkish	4307710	manual_output_funchead_RANDOM2	7.12843037503
Turkish	4598574	manual_output_funchead_RANDOM2	7.13437816463
Turkish	4881742	manual_output_funchead_RANDOM	7.11767259245
Turkish	4968554	manual_output_funchead_RANDOM2	7.11082547837
Turkish	5754928	manual_output_funchead_ground_coarse_final	7.00607420531
Turkish	6320014	manual_output_funchead_RANDOM2	7.11783489858
Turkish	6821175	manual_output_funchead_coarse_depl	7.10734423425
Turkish	6833006	manual_output_funchead_RANDOM2	7.13358409215
Turkish	6939375	manual_output_funchead_RANDOM2	7.13411553845
Turkish	7002253353	manual_output_funchead_two_coarse_parser_best_balanced	7.09092015002
Turkish	7326405	manual_output_funchead_RANDOM	7.13385420595
Turkish	8151228474	manual_output_funchead_two_coarse_lambda09_best_large	7.06738874879
Turkish	8187646	manual_output_funchead_RANDOM	7.11677037633
Turkish	8195032	manual_output_funchead_RANDOM	7.09302738494
Turkish	8267675	manual_output_funchead_RANDOM2	7.13027182143
Turkish	8884411876	manual_output_funchead_langmod_coarse_best_balanced	7.05444950463
Turkish	9289141	manual_output_funchead_RANDOM	7.11410783686
Ukrainian	1356979	manual_output_funchead_ground_coarse_final	8.22736686971
Ukrainian	1549316	manual_output_funchead_RANDOM	8.23258529796
Ukrainian	1695740	manual_output_funchead_RANDOM2	8.25392313161
Ukrainian	174754	manual_output_funchead_RANDOM2	8.26655510912
Ukrainian	2037596885	manual_output_funchead_two_coarse_parser_best_balanced	8.22985345478
Ukrainian	2422311	manual_output_funchead_RANDOM	8.2732495307
Ukrainian	3080998	manual_output_funchead_RANDOM2	8.26668293424
Ukrainian	3267897	manual_output_funchead_RANDOM2	8.23505759695
Ukrainian	5274698	manual_output_funchead_RANDOM	8.24291286096
Ukrainian	5355931	manual_output_funchead_RANDOM2	8.23191293755
Ukrainian	5745341	manual_output_funchead_RANDOM2	8.23542121199
Ukrainian	61834	manual_output_funchead_RANDOM	8.19242368696
Ukrainian	6204132549	manual_output_funchead_two_coarse_lambda09_best_large	8.22871511163
Ukrainian	6867191	manual_output_funchead_RANDOM2	8.24458096059
Ukrainian	6928366	manual_output_funchead_RANDOM	8.25838895242
Ukrainian	7364747851	manual_output_funchead_two_coarse_lambda09_best_large	8.22824442832
Ukrainian	7412692	manual_output_funchead_RANDOM	8.23755651311
Ukrainian	819778	manual_output_funchead_RANDOM2	8.21585446126
Ukrainian	8375462	manual_output_funchead_RANDOM	8.25577082764
Ukrainian	8433366	manual_output_funchead_RANDOM	8.26847911069
Ukrainian	8842355	manual_output_funchead_RANDOM2	8.23160614672
Ukrainian	8863917	manual_output_funchead_RANDOM	8.25820650656
Ukrainian	8866063	manual_output_funchead_coarse_depl	8.23988219533
Ukrainian	8881679248	manual_output_funchead_langmod_coarse_best_balanced	8.18747837785
Ukrainian	943232	manual_output_funchead_RANDOM2	8.25361442819
Ukrainian	9612817	manual_output_funchead_RANDOM	8.2500868843
Ukrainian	9693144	manual_output_funchead_RANDOM	8.19479723313
Ukrainian	9846752	manual_output_funchead_RANDOM2	8.20857067921
Urdu	1504501	manual_output_funchead_RANDOM2	5.96900699728
Urdu	1945516561	manual_output_funchead_two_coarse_lambda09_best_large	5.72395293933
Urdu	2105939435	manual_output_funchead_langmod_coarse_best_balanced	5.7049205895
Urdu	3562307529	manual_output_funchead_two_coarse_parser_best_balanced	5.88855870892
Urdu	3579893	manual_output_funchead_RANDOM	6.05761223203
Urdu	3970895	manual_output_funchead_RANDOM	5.95676311634
Urdu	4173638	manual_output_funchead_RANDOM2	5.93778842703
Urdu	4489329	manual_output_funchead_RANDOM	5.88788595308
Urdu	4695541	manual_output_funchead_RANDOM2	5.86099854163
Urdu	5325281	manual_output_funchead_ground_coarse_final	5.66067508396
Urdu	5769454	manual_output_funchead_RANDOM2	5.91369942601
Urdu	5780032	manual_output_funchead_RANDOM2	5.90110325667
Urdu	6011589	manual_output_funchead_RANDOM2	5.93350045578
Urdu	6083217	manual_output_funchead_RANDOM	6.0017919118
Urdu	6465959954	manual_output_funchead_two_coarse_lambda09_best_large	5.66065365434
Urdu	6774720	manual_output_funchead_RANDOM2	5.97223489232
Urdu	6828157	manual_output_funchead_RANDOM2	5.86731193983
Urdu	7266873	manual_output_funchead_RANDOM2	5.92488569285
Urdu	7516619	manual_output_funchead_RANDOM	5.93785358673
Urdu	80691	manual_output_funchead_RANDOM	5.91740940613
Urdu	8432834	manual_output_funchead_coarse_depl	5.73308150174
Urdu	844095	manual_output_funchead_RANDOM2	6.03636089889
Urdu	8731676	manual_output_funchead_RANDOM	5.89667410592
Urdu	9164359	manual_output_funchead_RANDOM2	5.88966752189
Urdu	9620656	manual_output_funchead_RANDOM	6.01179274877
Vietnamese	1171173532	manual_output_funchead_two_coarse_lambda09_best_large	6.3608758948
Vietnamese	1324370	manual_output_funchead_RANDOM2	6.39331612887
Vietnamese	1988915	manual_output_funchead_ground_coarse_final	6.3295924255
Vietnamese	2194242	manual_output_funchead_coarse_depl	6.33564717809
Vietnamese	2406644	manual_output_funchead_RANDOM	6.38496419942
Vietnamese	2770070	manual_output_funchead_RANDOM	6.39248748881
Vietnamese	2776899	manual_output_funchead_RANDOM	6.35088260456
Vietnamese	2830802	manual_output_funchead_RANDOM2	6.36840778667
Vietnamese	327869	manual_output_funchead_RANDOM2	6.39939350607
Vietnamese	4049653	manual_output_funchead_RANDOM2	6.39552468605
Vietnamese	4196966	manual_output_funchead_RANDOM2	6.39621865289
Vietnamese	446385011	manual_output_funchead_two_coarse_parser_best_balanced	6.36052119946
Vietnamese	4623228	manual_output_funchead_RANDOM	6.37483317204
Vietnamese	4730135	manual_output_funchead_RANDOM	6.38484348507
Vietnamese	4877500	manual_output_funchead_RANDOM2	6.38260141587
Vietnamese	5257160	manual_output_funchead_RANDOM2	6.41365985389
Vietnamese	557265	manual_output_funchead_RANDOM	6.36390091665
Vietnamese	581652	manual_output_funchead_RANDOM2	6.38431301468
Vietnamese	5898295	manual_output_funchead_RANDOM	6.39534150514
Vietnamese	6872399	manual_output_funchead_RANDOM2	6.3783661776
Vietnamese	6927336	manual_output_funchead_RANDOM2	6.36743560311
Vietnamese	7323470	manual_output_funchead_RANDOM	6.38515470568
Vietnamese	7979724	manual_output_funchead_RANDOM	6.41038735502
Vietnamese	8617334717	manual_output_funchead_langmod_coarse_best_balanced	6.34252193246
Vietnamese	8876442	manual_output_funchead_RANDOM2	6.35446966197
Vietnamese	9350967	manual_output_funchead_RANDOM	6.37507562187
Vietnamese	9864186953	manual_output_funchead_two_coarse_lambda09_best_large	6.34016503912
