Language	FileName	ModelName	Counter	Dependency	Distance_Mean_NoPunct	Distance_Sigma_NoPunct	DH_Sigma_NoPunct	DH_Mean_NoPunct
French	1566755	inferRealGrammars_PureUD.py	1990000	advcl	3.0463285	-0.0758917	0.06363139	-1.2004215
French	1566755	inferRealGrammars_PureUD.py	1990000	advmod	-0.9352246	0.016703673	-0.027485503	0.69331086
French	1566755	inferRealGrammars_PureUD.py	1990000	amod	-4.1548953	0.016842484	0.018876538	-0.8352095
French	1566755	inferRealGrammars_PureUD.py	1990000	appos	0.71616304	0.047499336	0.0985222	-3.583216
French	1566755	inferRealGrammars_PureUD.py	1990000	aux	-1.452697	-0.021476055	0.24963689	6.98227
French	1566755	inferRealGrammars_PureUD.py	1990000	case	1.1260352	0.006991692	0.1015778	7.70979
French	1566755	inferRealGrammars_PureUD.py	1990000	cc	5.837574	0.075650446	0.08139441	5.570953
French	1566755	inferRealGrammars_PureUD.py	1990000	ccomp	2.4630213	0.040339712	0.08155363	-3.3304865
French	1566755	inferRealGrammars_PureUD.py	1990000	compound	-4.838014	0.14165491	-0.13326298	-0.37018195
French	1566755	inferRealGrammars_PureUD.py	1990000	conj	2.4401727	-0.02588395	0.05902379	-5.404243
French	1566755	inferRealGrammars_PureUD.py	1990000	cop	-0.55902326	-0.020326443	0.048644703	3.598408
French	1566755	inferRealGrammars_PureUD.py	1990000	csubj	1.8797352	0.2453106	0.09813983	-0.17593718
French	1566755	inferRealGrammars_PureUD.py	1990000	dep	-0.4946833	-0.14379238	0.038622197	-0.32984823
French	1566755	inferRealGrammars_PureUD.py	1990000	det	-2.4715414	0.030841507	0.13269559	7.3282895
French	1566755	inferRealGrammars_PureUD.py	1990000	discourse	3.478339	0.48275992	0.46611443	1.5305307
French	1566755	inferRealGrammars_PureUD.py	1990000	dislocated	2.7112541	0.57307124	0.38371557	1.3634951
French	1566755	inferRealGrammars_PureUD.py	1990000	expl	-1.3679875	-0.012527383	0.06416747	3.5223498
French	1566755	inferRealGrammars_PureUD.py	1990000	fixed	-7.3307505	0.09702296	0.14186761	-6.817859
French	1566755	inferRealGrammars_PureUD.py	1990000	flat	-4.6463203	0.24524157	0.32918423	-7.108759
French	1566755	inferRealGrammars_PureUD.py	1990000	goeswith	-1.0581373	1.0299542	0.7729998	-1.8937396
French	1566755	inferRealGrammars_PureUD.py	1990000	iobj	0.63765526	0.007836536	0.038852613	2.1051836
French	1566755	inferRealGrammars_PureUD.py	1990000	mark	3.5051048	0.0139273545	0.2046557	6.0490975
French	1566755	inferRealGrammars_PureUD.py	1990000	nmod	-0.54247254	-0.03910613	0.048385147	-4.323526
French	1566755	inferRealGrammars_PureUD.py	1990000	nsubj	0.84363323	-0.028633906	0.018224662	2.971565
French	1566755	inferRealGrammars_PureUD.py	1990000	nummod	-3.0835247	0.07423276	0.038007796	1.1635343
French	1566755	inferRealGrammars_PureUD.py	1990000	obj	0.04968879	-0.029249672	-0.03172546	-1.5635201
French	1566755	inferRealGrammars_PureUD.py	1990000	obl	1.388834	0.03356374	0.018576153	-1.6021624
French	1566755	inferRealGrammars_PureUD.py	1990000	orphan	4.919393	0.4714908	0.3166126	-4.42833
French	1566755	inferRealGrammars_PureUD.py	1990000	parataxis	3.0408337	0.0629753	-0.09158169	-2.3414314
French	1566755	inferRealGrammars_PureUD.py	1990000	punct	0.011633002	1.0303866	0.969748	0.015211254
French	1566755	inferRealGrammars_PureUD.py	1990000	reparandum	-0.028189624	0.9921105	0.92009723	0.86220944
French	1566755	inferRealGrammars_PureUD.py	1990000	vocative	3.341202	0.392046	0.38170326	2.21603
French	1566755	inferRealGrammars_PureUD.py	1990000	xcomp	1.0645752	0.02988255	0.21524338	-5.5768566
Old	1452334	inferRealGrammars_PureUD.py	1990000	acl	1.2958013	0.23615508	0.101982005	-1.9549783
Old	1452334	inferRealGrammars_PureUD.py	1990000	advcl	0.12078784	0.05316201	0.06699813	0.08094668
Old	1452334	inferRealGrammars_PureUD.py	1990000	advmod	-1.1742886	0.04504584	0.08185617	1.4392536
Old	1452334	inferRealGrammars_PureUD.py	1990000	amod	-1.3318119	0.24746026	0.11531188	-1.3650879
Old	1452334	inferRealGrammars_PureUD.py	1990000	appos	0.5337476	0.2627896	0.15457585	-2.0117404
Old	1452334	inferRealGrammars_PureUD.py	1990000	aux	-3.3925774	0.09388494	0.12227009	-2.056592
Old	1452334	inferRealGrammars_PureUD.py	1990000	case	0.506883	0.1883015	0.1322692	4.021343
Old	1452334	inferRealGrammars_PureUD.py	1990000	cc	2.5384257	0.041133318	0.04615675	-0.68888867
Old	1452334	inferRealGrammars_PureUD.py	1990000	ccomp	1.6912401	0.22707717	0.25442842	-3.7659893
Old	1452334	inferRealGrammars_PureUD.py	1990000	conj	4.2992377	0.056576293	0.34385923	-5.5423355
Old	1452334	inferRealGrammars_PureUD.py	1990000	csubj	0.6424886	0.92527294	0.7446108	-1.2660766
Old	1452334	inferRealGrammars_PureUD.py	1990000	dep	-1.3165677	0.34818545	0.24845693	-0.59916556
Old	1452334	inferRealGrammars_PureUD.py	1990000	det	-1.8641579	0.2296049	0.09386115	-0.35686305
Old	1452334	inferRealGrammars_PureUD.py	1990000	discourse	-1.1814686	0.06756274	0.076536134	0.8923634
Old	1452334	inferRealGrammars_PureUD.py	1990000	fixed	0.14918889	0.9720499	0.98687094	0.2776094
Old	1452334	inferRealGrammars_PureUD.py	1990000	flat	-2.342773	0.64505154	0.46618432	-3.6404262
Old	1452334	inferRealGrammars_PureUD.py	1990000	iobj	-1.650045	0.0625649	0.10368034	-1.8819903
Old	1452334	inferRealGrammars_PureUD.py	1990000	mark	3.2566524	0.30345753	0.3938979	5.162198
Old	1452334	inferRealGrammars_PureUD.py	1990000	nmod	-0.77954787	0.15522312	0.10363025	-2.4354
Old	1452334	inferRealGrammars_PureUD.py	1990000	nsubj	-0.6490519	0.0512968	0.046538897	0.48895466
Old	1452334	inferRealGrammars_PureUD.py	1990000	nummod	-1.8301572	0.41674188	0.11081588	0.62367594
Old	1452334	inferRealGrammars_PureUD.py	1990000	obj	-1.4902673	0.05964655	0.055536307	-0.7047659
Old	1452334	inferRealGrammars_PureUD.py	1990000	obl	-0.59823036	0.034429472	0.065004036	-0.9527981
Old	1452334	inferRealGrammars_PureUD.py	1990000	orphan	1.8217467	0.582368	0.2082665	-1.3469236
Old	1452334	inferRealGrammars_PureUD.py	1990000	parataxis	0.13733792	0.23286018	0.29681432	0.14831837
Old	1452334	inferRealGrammars_PureUD.py	1990000	vocative	1.2198176	0.18359539	0.21452953	1.3220434
Old	1452334	inferRealGrammars_PureUD.py	1990000	xcomp	-1.0324169	0.099237256	0.057969023	-0.521748
Catalan	95738	inferRealGrammars_PureUD.py	1990000	acl	2.1453972	0.025408627	0.28062177	-5.434371
Catalan	95738	inferRealGrammars_PureUD.py	1990000	advcl	2.186615	0.048314586	-0.020124864	-1.7910131
Catalan	95738	inferRealGrammars_PureUD.py	1990000	advmod	-0.14810696	0.0064144945	-0.0050911848	0.7214796
Catalan	95738	inferRealGrammars_PureUD.py	1990000	amod	-2.9264905	-0.017780561	-0.0112491585	-1.2567645
Catalan	95738	inferRealGrammars_PureUD.py	1990000	appos	1.1061175	-0.026046209	0.19557539	-5.950269
Catalan	95738	inferRealGrammars_PureUD.py	1990000	aux	-1.6124884	0.029142465	0.106513985	4.4727244
Catalan	95738	inferRealGrammars_PureUD.py	1990000	case	0.922293	0.03774476	0.04701716	4.0617814
Catalan	95738	inferRealGrammars_PureUD.py	1990000	cc	4.320009	0.10397329	0.07051571	3.7473783
Catalan	95738	inferRealGrammars_PureUD.py	1990000	ccomp	1.1715959	0.0661301	0.045431066	-1.9312135
Catalan	95738	inferRealGrammars_PureUD.py	1990000	compound	-4.8880506	0.32766315	0.31265604	-5.76193
Catalan	95738	inferRealGrammars_PureUD.py	1990000	conj	2.144719	0.07849364	0.3445553	-7.4271617
Catalan	95738	inferRealGrammars_PureUD.py	1990000	cop	-0.9691684	-0.053397596	0.041231424	3.0610049
Catalan	95738	inferRealGrammars_PureUD.py	1990000	csubj	0.33972976	0.11719634	0.08770987	-1.1953682
Catalan	95738	inferRealGrammars_PureUD.py	1990000	dep	1.0645943	0.42180577	0.27599666	-1.2613288
Catalan	95738	inferRealGrammars_PureUD.py	1990000	det	-2.0682826	-0.02802603	0.061451342	4.1946287
Catalan	95738	inferRealGrammars_PureUD.py	1990000	expl	-0.82390153	0.101416245	0.20829248	3.4978817
Catalan	95738	inferRealGrammars_PureUD.py	1990000	fixed	-2.5205157	0.21177498	0.3660272	-7.0300465
Catalan	95738	inferRealGrammars_PureUD.py	1990000	flat	-2.7545786	0.13563475	0.33937338	-7.5707455
Catalan	95738	inferRealGrammars_PureUD.py	1990000	iobj	-0.50994486	0.057984695	0.12714018	-0.0971065
Catalan	95738	inferRealGrammars_PureUD.py	1990000	mark	1.0477439	-0.04086348	0.16214783	5.1418242
Catalan	95738	inferRealGrammars_PureUD.py	1990000	nmod	0.13531323	0.052237242	-0.015691934	-2.636016
Catalan	95738	inferRealGrammars_PureUD.py	1990000	nsubj	0.5998931	-0.0094885565	0.047162496	1.6146524
Catalan	95738	inferRealGrammars_PureUD.py	1990000	nummod	-1.8575872	0.103977896	-0.050064288	1.353414
Catalan	95738	inferRealGrammars_PureUD.py	1990000	obj	-0.45469257	-0.019059781	-0.016942335	-0.8463289
Catalan	95738	inferRealGrammars_PureUD.py	1990000	obl	0.9089213	-0.048090667	0.016005881	-0.8500813
Catalan	95738	inferRealGrammars_PureUD.py	1990000	orphan	3.0134256	0.6544934	0.8632318	-1.3920742
Catalan	95738	inferRealGrammars_PureUD.py	1990000	parataxis	0.89347637	0.12104759	0.092187524	-0.105344996
Catalan	95738	inferRealGrammars_PureUD.py	1990000	punct	0.06900372	1.0035374	1.0022945	0.012198083
Catalan	95738	inferRealGrammars_PureUD.py	1990000	xcomp	0.61833674	0.09581352	0.10073995	-2.9430401
Russian	7790890	inferRealGrammars_PureUD.py	1990000	acl	-0.16638757	-0.07778516	-0.052859224	-1.7008358
Russian	7790890	inferRealGrammars_PureUD.py	1990000	advcl	2.3622355	-0.047108985	-0.019994318	-0.38020745
Russian	7790890	inferRealGrammars_PureUD.py	1990000	advmod	-0.47873428	-0.0708421	0.020141076	1.7794244
Russian	7790890	inferRealGrammars_PureUD.py	1990000	amod	-4.749613	-0.061237868	-0.040856306	3.71187
Russian	7790890	inferRealGrammars_PureUD.py	1990000	appos	-0.27891347	-0.031585302	0.09397522	-4.615406
Russian	7790890	inferRealGrammars_PureUD.py	1990000	aux	-1.6377063	-0.055270724	0.0540576	1.5461383
Russian	7790890	inferRealGrammars_PureUD.py	1990000	case	-0.51646394	0.035510473	0.052989025	6.2954144
Russian	7790890	inferRealGrammars_PureUD.py	1990000	cc	4.9756002	-0.12066616	0.07598942	5.525903
Russian	7790890	inferRealGrammars_PureUD.py	1990000	ccomp	2.2810998	0.06656019	0.068429306	-3.852906
Russian	7790890	inferRealGrammars_PureUD.py	1990000	compound	-6.5912356	0.32801807	0.11354988	1.6426828
Russian	7790890	inferRealGrammars_PureUD.py	1990000	conj	3.0852013	-0.008565347	0.21616207	-7.08167
Russian	7790890	inferRealGrammars_PureUD.py	1990000	cop	-0.94198006	-0.013137432	-0.088791244	1.0220404
Russian	7790890	inferRealGrammars_PureUD.py	1990000	csubj	1.0716971	0.10153711	0.102395415	-1.6664381
Russian	7790890	inferRealGrammars_PureUD.py	1990000	dep	0.50857645	1.0348873	0.8386726	0.3420457
Russian	7790890	inferRealGrammars_PureUD.py	1990000	det	-2.5503738	-0.035115585	0.028391333	2.8313267
Russian	7790890	inferRealGrammars_PureUD.py	1990000	discourse	-0.14901392	0.057713006	-0.023121437	0.8656502
Russian	7790890	inferRealGrammars_PureUD.py	1990000	expl	1.709483	0.48660547	0.7595574	2.4751422
Russian	7790890	inferRealGrammars_PureUD.py	1990000	fixed	-1.226941	0.113592856	0.35477015	-7.002231
Russian	7790890	inferRealGrammars_PureUD.py	1990000	flat	-2.693267	-0.05382647	0.060804714	-4.5665317
Russian	7790890	inferRealGrammars_PureUD.py	1990000	goeswith	-4.9605975	0.5229015	0.41960278	-5.6811523
Russian	7790890	inferRealGrammars_PureUD.py	1990000	iobj	-0.34482074	0.042799443	-0.018610124	-0.38672152
Russian	7790890	inferRealGrammars_PureUD.py	1990000	list	1.505972	0.5149907	0.4871888	-4.05688
Russian	7790890	inferRealGrammars_PureUD.py	1990000	mark	3.1564617	0.013951995	0.094399884	4.3416605
Russian	7790890	inferRealGrammars_PureUD.py	1990000	nmod	-1.8035548	-0.056136314	0.023409128	-2.7947192
Russian	7790890	inferRealGrammars_PureUD.py	1990000	nsubj	0.4493542	0.023022506	0.00022899109	1.047008
Russian	7790890	inferRealGrammars_PureUD.py	1990000	nummod	-2.5787268	-0.021285892	-0.051700033	1.4771397
Russian	7790890	inferRealGrammars_PureUD.py	1990000	obj	-0.22988455	-0.02109578	0.029928202	-1.4046366
Russian	7790890	inferRealGrammars_PureUD.py	1990000	obl	0.49652916	0.060440578	-0.01511407	-0.34577698
Russian	7790890	inferRealGrammars_PureUD.py	1990000	orphan	2.4886236	0.19543906	-0.15116034	-0.16507378
Russian	7790890	inferRealGrammars_PureUD.py	1990000	parataxis	1.7754856	0.018459398	0.03254986	-0.27440956
Russian	7790890	inferRealGrammars_PureUD.py	1990000	punct	0.021358043	0.9946653	0.95744836	-0.015869232
Russian	7790890	inferRealGrammars_PureUD.py	1990000	vocative	0.6788362	0.8146789	0.735559	0.52894115
Russian	7790890	inferRealGrammars_PureUD.py	1990000	xcomp	0.37066543	-0.0680361	-0.098662265	-3.0092146
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	acl	-1.634601	0.09270818	0.06580255	0.0021819933
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	advcl	1.2558479	0.07124517	0.030290185	-0.8152464
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	advmod	-0.7948971	0.06986281	-0.015819417	0.7807562
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	amod	-2.7578034	0.07923476	0.09332826	3.2255557
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	appos	-0.5766435	0.3187975	0.41106293	-4.4493804
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	aux	-0.761488	0.053676546	0.09597368	2.821663
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	case	1.0785828	0.15788539	0.04802465	-1.1702651
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	cc	3.253829	0.09790843	0.2644177	5.0961475
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	ccomp	1.4350598	0.23432572	0.18420143	-3.69267
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	compound	-0.90789205	0.040532716	0.035043165	-0.41713077
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	conj	2.3988416	0.04717652	0.3829566	-6.512
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	cop	-0.8741805	0.048221666	0.019775324	0.98463416
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	csubj	1.0263153	0.27743354	0.20247984	-2.2603042
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	dep	0.20134003	0.9549475	1.018213	0.16087438
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	det	-0.9935648	0.11245421	0.14203727	3.2191317
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	discourse	2.673991	0.24910763	0.25863647	1.7805165
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	flat	-3.941047	0.4411724	0.4020517	-4.936744
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	list	1.5100751	0.8511121	0.5748461	-0.9720011
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	mark	3.0244095	0.06549995	0.16593932	4.5932627
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	nmod	-1.8630877	0.081215546	0.030175075	1.5566034
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	nsubj	-0.0044628102	0.040463604	0.021311952	0.7888257
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	nummod	-0.5589481	0.11706568	0.10546641	0.39470944
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	obj	-0.63685983	0.030353937	0.050196268	-0.48445615
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	obl	-0.5606101	0.03352951	0.018050862	-0.1874394
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	orphan	0.85196614	0.6214638	0.41063216	-1.8164175
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	parataxis	2.9708447	0.08635765	0.18720837	-2.19071
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	punct	-0.007346751	0.9830027	1.0131522	0.0016067466
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	vocative	1.0538133	0.2832044	0.17599598	-0.3044516
Estonian	5671480	inferRealGrammars_PureUD.py	1990000	xcomp	-0.018254219	0.085061334	0.09006237	-1.4070346
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	acl	2.3984883	0.11626113	0.1040743	-4.6051583
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	advcl	2.3848155	0.08222258	0.050518475	-0.6728087
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	advmod	-0.74268335	0.07731248	0.09040341	2.1859741
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	amod	-4.400849	0.06453365	0.057939235	4.173374
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	appos	1.0875167	0.08556536	0.13005427	-4.2031326
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	aux	-0.9094827	-0.014911315	-0.055238947	0.86710215
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	case	-0.974183	0.048589714	0.20468557	6.265701
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	cc	3.6225586	0.12705201	0.12871505	4.340847
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	ccomp	1.5431613	0.09292356	0.25766253	-4.734235
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	compound	-4.264891	0.26050675	0.09196254	-0.11151973
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	conj	2.567213	0.095972866	0.18896307	-5.385628
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	cop	-0.9132876	0.049382932	0.054497425	1.4905252
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	csubj	1.5315247	0.2453298	0.3848709	-2.7843773
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	dep	-0.38392562	0.51250446	0.67613363	0.29485273
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	det	-2.7720604	0.06945452	0.2550518	4.9486866
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	discourse	0.7072952	0.018843831	0.105026685	3.4628587
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	dislocated	1.4097421	0.7339112	0.8182929	1.3115456
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	expl	-0.8238256	0.026254432	0.076199494	1.0765542
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	fixed	-0.10067786	0.6692698	0.43917623	-4.8953
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	flat	-2.5769978	0.27972695	0.09310638	-3.879298
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	goeswith	-1.8543361	0.8463248	0.2913595	0.5158026
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	iobj	-0.3632658	0.06884804	0.062864795	-0.20150256
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	list	1.2727605	0.70332277	0.65487415	-1.6896449
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	mark	2.99716	0.08984843	0.16910757	3.8260846
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	nmod	-0.47590414	0.0665514	0.07129671	-3.715344
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	nsubj	0.17877643	0.01987368	0.023939595	1.1992694
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	nummod	-2.9901412	0.066232674	0.085285515	2.5930934
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	obj	-0.45792076	0.015260062	0.008629938	-1.0938702
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	obl	0.29702222	0.012758014	-0.0033382713	-0.67572063
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	orphan	2.268818	0.29668564	0.23455861	0.6369584
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	parataxis	2.6666963	0.072777726	0.09804545	-1.2603384
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	punct	-0.030748412	1.0347297	0.9974578	-0.034986243
Croatian	4861173	inferRealGrammars_PureUD.py	1990000	vocative	1.2548139	0.52579707	0.38165563	0.22684675
